Code,Item,Group,Region_Number,Region_Name,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Rhode Island,126,148,159,161,205,228,237,243,246,269,293,337,380,412,430,459,507,542,511,519,502,573,568,591,648,700,716,738,784,805,843,832,851,916,920,6
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,South Carolina,216,266,320,355,411,449,483,493,525,591,641,710,826,929,1098,1226,1356,1454,1516,1605,1706,1927,2030,2140,2295,2530,2655,2749,2949,3118,3242,3354,3483,3594,3722,8.7
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,South Dakota,75,89,113,117,129,136,147,155,158,174,188,197,228,240,261,285,306,322,324,344,360,396,415,458,496,531,545,574,589,641,660,726,774,844,909,7.6
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Tennessee,514,633,745,827,922,1020,1096,1106,1198,1348,1455,1560,1791,1997,2272,2490,2696,2783,2661,2665,2759,3051,3287,3456,3725,4033,4295,4357,4591,4748,4749,4943,5214,5263,5366,7.1
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Texas,1219,1360,1863,2091,2314,2342,2428,2623,2781,3148,3437,3765,4638,5285,6088,6823,7376,7792,7675,7784,7743,8510,9327,10010,10912,11920,12476,12958,13725,14566,15075,15867,16721,17124,17757,8.2
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Utah,85,102,117,125,155,188,203,214,238,268,274,298,337,386,403,478,502,521,498,501,520,570,613,656,750,808,858,919,932,989,1010,1072,1137,1242,1326,8.4
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Vermont,50,59,70,79,70,79,92,93,93,108,110,127,140,154,167,182,190,195,193,216,230,249,263,270,292,325,358,388,412,441,489,493,520,536,549,7.3
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Virginia,468,548,646,751,809,863,921,966,1071,1204,1284,1426,1619,1762,1958,2077,2197,2340,2301,2379,2481,2702,2890,3071,3262,3511,3656,3871,4113,4345,4421,4692,4973,5264,5489,7.5
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Washington,359,417,490,552,670,731,747,818,885,968,1074,1204,1383,1445,1525,1625,1719,1835,1804,1881,1966,2136,2345,2388,2717,2946,3104,3232,3564,3812,3880,4070,4384,4660,4830,7.9
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,West Virginia,201,256,295,334,375,399,402,402,427,495,526,594,707,738,792,864,964,1007,989,1000,1001,1109,1148,1198,1339,1398,1471,1498,1557,1635,1661,1727,1784,1868,1879,6.8
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,548,665,767,795,919,938,1011,1023,1062,1181,1254,1300,1428,1522,1610,1725,1808,1900,1890,1960,2029,2263,2425,2636,2895,3134,3327,3502,3729,3866,3925,4071,4279,4477,4617,6.5
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,29,35,39,45,51,55,58,63,66,70,75,78,88,108,116,130,127,130,129,146,150,160,161,185,201,215,231,240,248,278,304,318,337,347,363,7.7
3,Medicare/Physician & Clinical Services (Millions of Dollars),United States,0,United States,,8315,9838,11757,13860,15401,17010,19460,22514,24426,27703,30460,32021,33700,35320,38798,42262,44649,47663,50240,53823,58729,63727,68041,73536,80551,85587,91356,95963,103803,112008,115758,122204,128104,132064,137923,8.6
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Alabama,108,137,157,188,209,234,297,347,396,433,478,512,555,570,635,701,743,795,830,905,989,1086,1136,1255,1386,1460,1561,1679,1838,2021,2107,2186,2256,2313,2433,9.6
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Alaska,3,3,5,5,6,8,10,11,12,15,17,18,18,19,22,25,27,29,31,34,38,41,44,50,78,81,61,63,67,83,85,92,100,106,115,11.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Arizona,119,136,166,195,221,275,335,372,412,488,541,573,620,667,729,798,862,934,983,1073,1122,1183,1364,1492,1631,1782,1950,2077,2183,2383,2531,2769,2934,3102,3232,10.2
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Arkansas,85,105,118,140,147,169,194,224,233,266,295,295,300,303,340,373,385,414,447,464,515,561,582,628,697,746,797,853,889,951,984,1026,1075,1119,1165,8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,California,1211,1446,1706,2009,2198,2438,2750,3126,3333,3738,4119,4285,4466,4852,5151,5523,5840,6078,6190,6963,7540,8145,9197,9820,10530,10957,11135,11235,12942,14447,14834,15819,16781,17587,18498,8.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,75,92,105,122,129,134,163,178,193,230,254,268,295,318,364,412,466,514,563,587,666,737,788,842,935,991,1074,1144,1212,1336,1412,1489,1642,1712,1840,9.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,Connecticut,112,129,153,178,203,212,242,282,327,371,426,451,462,486,520,571,605,647,674,716,788,849,896,958,1046,1107,1160,1209,1270,1347,1410,1457,1483,1509,1553,8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Delaware,17,19,24,28,32,35,40,49,54,65,72,77,88,90,102,120,134,138,143,145,162,183,196,218,241,254,275,291,309,328,336,354,379,402,437,10.1
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,District of Columbia,46,50,59,63,66,66,75,82,81,96,111,115,119,124,134,145,151,166,156,162,164,169,175,180,184,188,197,199,210,224,228,241,250,260,266,5.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Florida,758,897,1078,1263,1390,1519,1708,2182,2371,2767,3106,3227,3402,3663,4185,4402,4662,4939,5115,5471,5901,6337,6792,7629,8486,9369,9574,9515,10318,11273,11994,12834,13293,13514,13891,8.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Georgia,158,189,229,270,312,349,397,443,503,580,655,692,740,777,872,955,1010,1094,1141,1217,1329,1466,1594,1768,1983,2141,2366,2540,2715,2971,3104,3339,3590,3677,3896,9.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Hawaii,29,33,40,47,51,51,62,75,90,104,112,115,125,136,147,156,165,170,179,200,227,256,285,305,316,331,363,366,400,451,473,494,536,569,601,9.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,18,23,24,30,33,38,44,49,52,57,62,66,69,75,88,103,107,119,125,135,156,174,187,198,222,234,257,276,313,353,367,382,394,406,433,9.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Illinois,347,403,483,575,626,706,807,922,979,1121,1145,1277,1356,1403,1542,1644,1699,1797,1901,2006,2187,2388,2536,2692,2923,3101,3298,3412,3605,3830,3968,4147,4358,4469,4652,7.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Indiana,133,155,190,232,260,276,309,363,427,496,545,562,603,634,703,763,799,859,918,967,1064,1202,1277,1395,1517,1592,1693,1793,1931,2071,2157,2241,2317,2394,2475,9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Iowa,70,85,100,119,136,152,178,198,213,237,250,268,279,289,317,347,351,366,383,407,452,499,508,539,597,619,654,674,717,756,784,821,859,876,921,7.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Kansas,64,76,90,104,116,132,159,182,199,230,256,281,288,296,319,342,348,369,381,422,470,516,543,558,598,672,789,795,800,826,860,898,935,955,992,8.4
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Kentucky,95,115,130,133,170,185,229,280,326,369,413,435,455,476,517,562,567,607,636,682,748,837,885,958,1057,1121,1181,1275,1335,1368,1419,1481,1527,1606,1673,8.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Louisiana,101,121,146,159,175,266,327,381,407,475,530,535,550,566,632,684,731,797,882,935,925,936,970,1053,1303,1328,1383,1446,1547,1677,1706,1794,1847,1845,1908,9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,Maine,33,38,43,53,57,60,64,82,87,97,103,108,116,121,131,147,157,168,176,190,213,230,232,248,264,268,277,291,311,338,353,397,424,447,487,8.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Maryland,129,149,188,229,262,285,304,377,430,500,569,608,638,654,728,790,829,886,929,1009,1104,1202,1271,1380,1490,1597,1706,1739,1835,1934,1987,2119,2251,2341,2443,9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,Massachusetts,220,253,298,345,361,447,495,584,617,660,713,753,810,856,912,1016,1098,1161,1220,1315,1374,1426,1468,1517,1666,1716,1870,2010,2110,2199,2312,2383,2525,2582,2749,7.7
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Michigan,323,404,472,532,596,670,759,866,895,985,1083,1156,1201,1229,1376,1511,1604,1683,1766,1844,1988,2177,2287,2482,2701,2904,3156,3431,3717,4004,3922,4093,4338,4400,4592,8.1
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Minnesota,144,166,176,214,234,239,247,277,301,371,400,418,434,456,500,538,564,589,617,644,729,810,858,927,1017,1080,1190,1243,1310,1360,1352,1377,1475,1516,1594,7.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Mississippi,66,77,91,111,122,139,160,190,209,228,259,262,289,308,342,377,407,435,448,462,512,577,624,689,769,771,814,865,900,971,1015,1048,1096,1115,1166,8.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Missouri,184,210,223,289,323,361,420,469,509,574,631,668,708,723,791,856,880,888,1029,1044,1172,1300,1341,1433,1598,1643,1694,1825,1953,2077,2158,2244,2380,2447,2492,8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Montana,19,24,27,30,37,39,45,52,56,61,62,70,75,80,86,93,94,102,106,114,126,144,148,159,173,174,181,195,207,218,229,237,252,258,274,8.1
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Nebraska,40,43,52,62,64,70,80,89,91,113,133,156,157,165,181,195,199,222,234,242,275,309,322,346,390,406,434,456,472,493,509,529,550,560,584,8.2
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Nevada,27,33,46,52,60,70,88,101,124,152,174,186,191,211,238,264,283,316,335,383,430,465,503,532,638,673,722,761,840,866,926,1012,1073,1245,1311,12
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,New Hampshire,22,26,34,37,40,42,53,61,64,71,77,82,93,96,103,117,126,137,145,156,167,181,188,198,213,220,230,239,254,272,286,303,323,337,353,8.5
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New Jersey,297,352,430,494,547,599,684,751,792,976,1075,1153,1220,1265,1386,1549,1636,1758,1876,1962,2178,2393,2511,2582,2784,2976,3262,3507,3755,4018,4027,4232,4341,4438,4546,8.4
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,New Mexico,28,37,45,57,62,70,80,88,97,113,123,124,128,137,151,167,178,198,210,202,234,261,289,311,352,381,425,458,480,522,552,602,637,648,661,9.7
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New York,826,969,1155,1352,1518,1622,1792,1901,2025,2141,2407,2515,2640,2770,3007,3329,3537,3799,4064,4296,4551,4796,5129,5488,5975,6353,6894,7321,7878,8317,8564,9083,9238,9386,9641,7.5
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,North Carolina,163,196,239,289,331,378,428,448,511,630,721,771,764,802,908,1018,1075,1170,1236,1328,1480,1679,1816,2008,2207,2383,2613,2853,3048,3308,3486,3665,3859,4023,4220,10
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,North Dakota,23,31,36,41,44,47,54,63,65,69,76,77,77,76,83,92,91,93,97,102,109,120,122,127,135,136,153,137,140,149,155,159,162,160,167,6
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Ohio,294,355,442,523,583,625,764,928,1030,1132,1190,1299,1356,1398,1541,1676,1714,1863,2004,2159,2356,2533,2681,2905,3131,3292,3560,3799,4158,4379,4357,4558,4634,4823,5060,8.7
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Oklahoma,93,108,119,139,146,153,191,229,246,278,294,301,315,330,373,416,436,476,507,533,632,724,715,763,831,863,952,1003,1042,1111,1135,1145,1167,1184,1239,7.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Oregon,90,103,120,140,148,161,191,213,236,270,298,312,329,352,374,409,440,469,478,530,613,691,759,807,851,880,975,1056,1205,1324,1370,1455,1528,1547,1651,8.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Pennsylvania,479,564,690,843,1012,1128,1277,1483,1589,1790,1904,2029,2126,2166,2247,2486,2588,2760,2892,3020,3231,3400,3508,3778,4014,4223,4644,4978,5332,5669,5610,5779,6066,6222,6467,8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,Rhode Island,44,52,58,63,78,85,92,96,103,119,126,133,142,146,159,179,199,213,223,231,254,277,296,305,306,309,341,368,396,416,414,423,442,419,474,7.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,South Carolina,67,84,104,110,122,142,169,189,223,243,275,308,342,369,479,478,520,572,614,668,757,854,917,1004,1108,1191,1297,1408,1518,1647,1730,1851,1968,2058,2158,10.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,4,Plains,South Dakota,16,22,25,32,35,37,43,52,55,63,68,70,72,74,81,92,92,98,105,113,122,136,141,149,162,169,157,194,200,199,204,218,222,213,217,7.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Tennessee,154,176,216,259,285,308,359,411,446,528,591,617,650,674,739,817,868,946,1002,1071,1192,1338,1428,1559,1711,1831,2033,2180,2313,2534,2669,2813,2904,2999,3204,9.3
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Texas,483,567,702,842,897,943,1136,1365,1477,1674,1821,1814,1935,1969,2181,2439,2666,2923,3188,3461,3884,4158,4359,4777,5401,5869,6388,6784,7296,7931,8319,8776,9299,9647,10095,9.4
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Utah,28,33,38,45,52,59,62,77,83,91,96,96,109,115,134,154,163,178,191,187,217,250,265,289,328,360,405,444,499,552,603,644,682,702,739,10.1
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,1,New England,Vermont,16,16,19,20,20,20,25,28,31,36,36,37,41,42,44,50,54,54,62,65,72,79,78,84,90,91,88,89,95,99,102,106,118,127,132,6.4
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Virginia,137,159,196,247,267,297,320,387,435,483,562,595,647,672,750,813,848,914,957,1039,1132,1249,1326,1446,1582,1663,1800,1938,2080,2234,2347,2526,2704,2829,2993,9.5
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Washington,134,150,189,228,258,281,312,382,413,472,512,527,545,551,608,680,723,779,815,880,982,1085,1145,1227,1312,1390,1478,1548,1652,1824,1908,2047,2259,2317,2412,8.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,West Virginia,57,71,89,98,112,123,148,177,187,204,224,233,244,240,257,258,266,275,295,311,344,375,379,412,447,466,508,562,632,636,649,681,691,707,761,7.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,124,152,182,215,239,252,278,339,372,424,447,466,492,503,556,599,625,666,698,725,807,890,927,1006,1104,1165,1264,1361,1494,1628,1656,1740,1837,1836,1944,8.4
3,Medicare/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,7,7,9,10,11,13,15,15,17,20,21,22,24,25,30,34,37,38,41,43,49,54,57,61,67,70,75,76,82,85,92,97,104,110,117,8.8
4,Medicare/Other Professional Services (Millions of Dollars),United States,0,United States,,167,201,259,332,383,465,568,680,794,913,1132,1376,1639,1882,2299,2937,3500,3835,5004,4727,5406,6461,6743,7469,8288,9449,10212,10957,12383,13764,14537,15677,16893,18216,19619,15
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Alabama,2,2,3,4,4,5,7,8,10,12,14,18,21,21,22,27,31,34,40,71,71,75,72,77,87,121,139,149,177,206,218,232,247,262,291,15.9
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,Alaska,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,4,5,9,12,9,9,10,14,16,18,20,22,24,20.4
4,Medicare/Other Professional Services (Millions of Dollars),State,6,Southwest,Arizona,2,3,3,4,5,6,9,10,12,15,19,23,28,35,48,61,65,62,69,71,128,201,161,158,173,214,242,258,287,333,356,398,422,447,470,17.1
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Arkansas,2,2,3,3,4,4,5,6,7,8,10,11,12,13,15,16,17,19,21,26,35,46,46,56,68,79,86,95,109,116,124,134,145,153,161,14.3
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,California,22,26,33,43,50,68,83,100,117,135,163,192,209,258,367,593,786,885,1317,1002,833,803,954,1084,1085,1281,1267,1307,1498,1688,1754,1910,2063,2234,2443,14.9
4,Medicare/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,1,1,2,2,3,3,4,5,6,7,8,11,12,15,21,28,33,33,41,55,64,81,103,112,115,137,142,145,155,180,184,199,224,241,266,17.3
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,Connecticut,3,3,4,5,6,7,8,10,12,14,18,23,26,37,40,44,46,47,48,51,69,88,89,100,118,135,138,148,165,183,198,218,223,238,267,14.6
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,Delaware,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,6,7,9,12,16,18,22,28,30,31,35,40,44,47,52,58,62,67,16.4
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,District of Columbia,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,5,5,5,5,5,7,9,9,9,10,12,12,12,14,15,15,15,16,18,19,12.2
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Florida,16,20,26,32,36,47,57,75,88,107,134,160,198,241,308,378,439,462,622,701,637,639,637,684,758,921,1003,1055,1203,1376,1435,1548,1642,1753,1852,14.9
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Georgia,2,3,3,4,5,6,7,8,10,12,19,22,26,29,32,40,45,49,52,60,69,79,89,102,119,150,175,208,246,284,310,349,394,468,494,17.4
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,Hawaii,0,0,0,0,0,1,1,2,3,3,4,4,5,5,8,11,13,12,14,13,18,27,30,31,31,34,35,36,42,49,52,56,61,66,72,19.1
4,Medicare/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,0,1,1,1,1,1,2,2,2,2,3,4,4,4,5,7,8,9,12,13,18,23,25,31,34,41,42,45,52,57,61,65,70,78,79,16.4
4,Medicare/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Illinois,7,8,10,14,15,19,23,28,32,35,41,53,62,70,80,98,111,115,132,120,158,199,206,232,282,321,367,376,416,452,480,521,581,620,710,14.6
4,Medicare/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Indiana,2,2,3,4,4,5,6,7,9,10,13,14,18,20,25,31,33,35,40,45,61,81,91,109,126,139,153,161,179,197,216,238,263,301,324,16.4
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,Iowa,3,3,4,6,6,7,9,10,12,13,15,18,21,22,25,29,32,35,39,44,54,67,72,82,95,99,102,104,111,117,124,133,144,155,167,12.8
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,Kansas,2,2,3,3,4,4,5,6,7,8,9,15,17,18,21,25,26,34,31,36,49,62,65,71,85,94,102,103,107,113,123,131,142,150,157,14.3
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Kentucky,1,1,2,2,3,3,4,6,7,8,10,12,15,16,18,21,23,25,28,30,41,57,67,76,90,108,116,127,144,155,171,191,212,243,262,17.2
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Louisiana,1,2,2,3,3,5,7,8,9,11,14,17,17,19,20,27,39,52,93,132,166,212,158,162,88,109,126,140,161,183,193,203,216,227,238,16.1
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,Maine,1,1,1,2,2,2,3,3,4,4,6,7,9,10,11,12,13,14,17,15,18,21,28,37,44,47,52,52,58,66,69,75,83,93,104,14.9
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,Maryland,2,3,4,5,6,6,7,9,12,13,17,21,23,26,29,36,42,44,49,44,72,84,93,105,128,145,154,160,181,202,214,235,265,291,317,15.8
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,Massachusetts,6,7,9,11,12,15,18,22,25,28,35,42,56,68,74,89,95,100,116,123,124,137,177,195,223,249,280,300,324,356,367,393,418,445,471,13.7
4,Medicare/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Michigan,12,15,19,23,26,31,37,43,48,55,66,72,86,91,97,107,115,128,153,144,176,218,207,245,308,335,359,403,456,503,505,551,598,620,673,12.6
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,Minnesota,3,3,4,5,5,8,10,12,13,14,20,23,26,29,36,43,46,44,49,50,71,97,103,117,134,138,155,166,180,190,197,210,229,250,268,14.5
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Mississippi,1,1,1,1,2,2,2,3,3,4,5,6,7,8,9,11,12,14,16,17,23,30,33,39,46,50,61,71,84,92,102,112,123,134,143,16.7
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,Missouri,3,3,4,6,6,8,10,11,13,15,18,22,26,31,37,43,48,51,65,80,95,117,123,133,155,167,182,203,231,250,266,288,318,343,358,15.1
4,Medicare/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Montana,0,0,1,1,1,1,1,1,1,2,2,3,3,3,4,5,5,6,7,9,12,16,19,22,27,29,31,33,34,36,38,41,45,49,56,16
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,Nebraska,1,1,2,2,2,3,3,4,4,5,5,8,9,10,12,14,14,16,18,21,28,36,38,42,50,54,57,60,66,71,76,81,90,97,107,14.3
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,Nevada,0,0,0,1,1,1,1,2,2,3,3,4,5,8,12,17,21,21,27,34,44,62,62,57,63,67,74,87,87,89,100,114,129,154,162,21.4
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,New Hampshire,0,1,1,1,1,1,1,2,2,2,2,3,4,8,8,7,7,7,8,10,12,14,20,27,34,35,38,41,45,50,55,59,67,74,82,16.6
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,New Jersey,6,7,9,11,13,14,17,20,22,28,37,48,65,74,86,99,111,117,133,144,169,206,222,227,275,313,337,381,428,467,496,534,572,603,630,14.9
4,Medicare/Other Professional Services (Millions of Dollars),State,6,Southwest,New Mexico,0,1,1,1,1,1,2,2,3,3,5,6,6,8,10,12,14,14,18,15,21,27,29,32,41,50,57,59,66,74,80,87,93,98,104,17.3
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,New York,20,24,31,40,47,53,62,68,80,89,108,131,166,182,219,268,311,335,402,340,567,838,804,858,897,944,937,985,1087,1186,1271,1352,1388,1400,1436,13.4
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,North Carolina,3,3,4,6,6,7,9,9,11,14,19,25,30,33,37,46,51,52,56,67,92,122,136,163,197,224,247,281,327,357,388,423,468,525,614,17.3
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,North Dakota,1,1,1,1,2,2,2,3,3,3,3,4,5,6,6,7,7,8,9,11,14,18,19,22,27,27,31,26,28,28,30,30,31,33,35,12.2
4,Medicare/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Ohio,6,8,10,13,15,18,22,27,32,37,44,58,68,74,87,101,110,120,146,143,184,231,226,269,286,321,357,391,467,503,520,551,592,650,709,14.8
4,Medicare/Other Professional Services (Millions of Dollars),State,6,Southwest,Oklahoma,1,2,2,3,3,3,4,5,6,7,11,12,14,14,16,21,30,45,88,123,85,54,59,61,68,86,99,99,113,129,139,145,160,169,185,15.3
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,Oregon,2,2,3,3,4,5,7,8,10,11,14,15,17,20,29,40,46,45,54,30,56,89,96,103,102,113,124,135,155,172,181,195,206,218,234,15.6
4,Medicare/Other Professional Services (Millions of Dollars),State,2,Mideast,Pennsylvania,10,12,16,22,28,33,40,48,55,61,73,90,113,114,131,158,217,251,326,298,342,402,435,424,468,501,578,654,752,835,829,842,866,895,947,14.2
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,Rhode Island,2,2,2,3,4,4,5,5,6,7,8,10,11,12,13,15,19,24,46,41,39,42,39,36,43,41,46,52,58,60,62,64,70,73,79,11.9
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,South Carolina,1,1,1,1,1,2,2,2,3,3,7,9,11,12,13,16,18,19,20,23,30,41,49,56,67,84,94,114,141,162,177,194,219,263,261,19.2
4,Medicare/Other Professional Services (Millions of Dollars),State,4,Plains,South Dakota,1,1,1,1,1,1,2,2,2,3,3,4,5,5,6,7,7,7,8,10,13,16,17,20,25,26,22,27,29,30,33,37,39,40,44,13.8
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Tennessee,2,3,3,4,5,6,7,8,10,12,15,16,22,26,31,39,46,48,52,59,75,99,114,137,176,194,223,245,283,317,337,364,400,448,492,17.3
4,Medicare/Other Professional Services (Millions of Dollars),State,6,Southwest,Texas,7,8,11,14,16,17,21,26,30,35,44,54,59,77,94,130,174,208,308,192,272,323,314,362,446,569,689,712,792,906,1005,1091,1190,1315,1446,17
4,Medicare/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Utah,1,1,1,1,1,2,2,2,3,3,3,4,5,6,8,9,10,10,11,15,19,25,28,33,42,48,50,53,60,68,73,77,81,92,98,16.5
4,Medicare/Other Professional Services (Millions of Dollars),State,1,New England,Vermont,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,7,10,13,17,17,17,18,20,22,23,25,28,31,33,15.3
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,Virginia,2,2,3,4,4,5,6,7,9,10,14,18,21,24,29,33,36,38,41,49,62,76,86,102,126,142,161,173,202,223,235,260,290,323,356,17.1
4,Medicare/Other Professional Services (Millions of Dollars),State,8,Far West,Washington,3,3,5,6,7,9,11,13,16,18,22,27,31,34,43,54,61,67,77,63,94,128,136,166,180,189,195,212,227,252,268,293,325,352,371,15.2
4,Medicare/Other Professional Services (Millions of Dollars),State,5,Southeast,West Virginia,1,1,1,1,2,3,4,5,5,6,7,9,11,10,12,13,14,14,15,18,23,29,30,35,42,47,50,59,71,73,73,79,85,97,105,16.2
